ticker,gics_sector,start_date,end_date
NTLA,Small Cap Extended,2018-09-01,2019-03-01
NTLA,Small Cap Extended,2020-07-01,2026-02-01
NTNX,Mid Cap Extended,2018-09-01,2026-02-01
NTR,Mid Cap Extended,2018-09-01,2026-02-01
NTRA,Mid Cap Extended,2018-09-01,2019-01-01
NTRA,Mid Cap Extended,2019-05-01,2026-02-01
NTRI,Small Cap Extended,2018-09-01,2019-04-01
NTSK,Small Cap Extended,2025-12-01,2026-02-01
NU,Mid Cap Extended,2022-03-01,2022-06-01
NU,Mid Cap Extended,2023-03-01,2023-04-01
NU,Mid Cap Extended,2023-05-01,2026-02-01
NUAI,Small Cap Extended,2025-11-01,2026-01-01
NUAN,Mid Cap Extended,2018-09-01,2022-04-01
NUKK,Mid Cap Extended,2025-01-01,2025-04-01
NUS,Small Cap Extended,2018-09-01,2021-01-01
NUS,Small Cap Extended,2021-07-01,2021-10-01
NUS,Small Cap Extended,2022-02-01,2022-09-01
NUS,Small Cap Extended,2022-11-01,2023-06-01
NUS,Small Cap Extended,2023-08-01,2023-11-01
NUTX,Small Cap Extended,2022-06-01,2022-08-01
NUTX,Small Cap Extended,2025-08-01,2025-10-01
NUVA,Small Cap Extended,2018-09-01,2023-10-01
NUVB,Small Cap Extended,2025-12-01,2026-02-01
NUVL,Small Cap Extended,2023-10-01,2026-02-01
NVAX,Mid Cap Extended,2019-01-01,2019-06-01
NVAX,Mid Cap Extended,2020-02-01,2024-01-01
NVAX,Mid Cap Extended,2024-06-01,2026-02-01
NVCR,Mid Cap Extended,2018-09-01,2024-11-01
NVCR,Mid Cap Extended,2025-01-01,2025-04-01
NVCR,Mid Cap Extended,2025-08-01,2025-09-01
NVEI,Small Cap Extended,2022-01-01,2022-05-01
NVEI,Small Cap Extended,2023-06-01,2023-07-01
NVEI,Small Cap Extended,2024-05-01,2024-11-01
NVO,Mid Cap Extended,2018-09-01,2026-02-01
NVRO,Mid Cap Extended,2018-09-01,2023-08-01
NVS,Mid Cap Extended,2018-09-01,2026-02-01
NVST,Mid Cap Extended,2019-12-01,2026-02-01
NVT,Small Cap Extended,2018-09-01,2021-07-01
NVT,Small Cap Extended,2021-08-01,2026-02-01
NVTA,Mid Cap Extended,2018-10-01,2022-06-01
NVTS,Mid Cap Extended,2022-01-01,2022-03-01
NVTS,Mid Cap Extended,2023-07-01,2023-12-01
NVTS,Mid Cap Extended,2025-06-01,2026-02-01
NWG,Small Cap Extended,2024-09-01,2024-12-01
NWG,Small Cap Extended,2025-03-01,2026-02-01
NXE,Small Cap Extended,2023-10-01,2025-04-01
NXE,Small Cap Extended,2025-05-01,2026-02-01
NXST,Mid Cap Extended,2018-09-01,2026-02-01
NXT,Mid Cap Extended,2023-05-01,2026-02-01
NXTD,Small Cap Extended,2021-01-01,2021-05-01
NXTM,Small Cap Extended,2018-11-01,2019-04-01
NYCB,Mid Cap Extended,2018-09-01,2024-12-01
NYMT,Small Cap Extended,2019-10-01,2020-01-01
NYMT,Small Cap Extended,2020-02-01,2020-04-01
NYMT,Small Cap Extended,2020-07-01,2020-08-01
NYT,Mid Cap Extended,2018-09-01,2026-02-01
OAK,Mid Cap Extended,2019-04-01,2019-11-01
OAS,Mid Cap Extended,2018-09-01,2019-06-01
OAS,Mid Cap Extended,2019-07-01,2019-08-01
OAS,Mid Cap Extended,2021-07-01,2022-08-01
OBDC,Small Cap Extended,2023-10-01,2024-12-01
OBDC,Small Cap Extended,2025-01-01,2026-02-01
OBLN,Mid Cap Extended,2021-02-01,2021-05-01
OC,Mid Cap Extended,2018-09-01,2026-02-01
OCDX,Small Cap Extended,2021-04-01,2021-07-01
OCDX,Small Cap Extended,2022-01-01,2022-05-01
OCGN,Mid Cap Extended,2021-03-01,2022-01-01
OCLR,Small Cap Extended,2018-09-01,2019-01-01
OCUL,Small Cap Extended,2021-01-01,2021-02-01
OCUL,Small Cap Extended,2025-10-01,2026-02-01
ODD,Small Cap Extended,2023-10-01,2024-10-01
ODD,Small Cap Extended,2025-05-01,2026-02-01
ODP,Small Cap Extended,2018-09-01,2019-08-01
ODP,Small Cap Extended,2019-11-01,2020-11-01
ODP,Small Cap Extended,2021-02-01,2021-03-01
ODP,Small Cap Extended,2022-11-01,2023-06-01
ODP,Small Cap Extended,2023-07-01,2023-10-01
ODP,Small Cap Extended,2023-11-01,2023-12-01
ODP,Small Cap Extended,2024-06-01,2024-10-01
OEC,Small Cap Extended,2018-09-01,2019-02-01
OEC,Small Cap Extended,2019-07-01,2019-10-01
OEG,Small Cap Extended,2021-02-01,2021-05-01
OFC,Small Cap Extended,2018-09-01,2021-02-01
OFC,Small Cap Extended,2021-07-01,2021-10-01
OFC,Small Cap Extended,2022-07-01,2023-02-01
OFC,Small Cap Extended,2023-04-01,2023-08-01
OGE,Small Cap Extended,2018-09-01,2026-02-01
OGEN,Small Cap Extended,2018-12-01,2019-01-01
OGI,Mid Cap Extended,2021-03-01,2021-07-01
OHI,Mid Cap Extended,2018-09-01,2026-02-01
OII,Small Cap Extended,2018-09-01,2020-04-01
OII,Small Cap Extended,2020-05-01,2020-06-01
OII,Small Cap Extended,2023-02-01,2023-06-01
OII,Small Cap Extended,2023-09-01,2024-02-01
OII,Small Cap Extended,2024-05-01,2024-12-01
OIS,Small Cap Extended,2018-09-01,2019-04-01
OIS,Small Cap Extended,2019-05-01,2019-07-01
OKLO,Mid Cap Extended,2024-06-01,2026-02-01
OKTA,Mid Cap Extended,2018-09-01,2026-02-01
OLED,Mid Cap Extended,2018-09-01,2026-02-01
OLLI,Mid Cap Extended,2018-09-01,2026-02-01
OLMA,Small Cap Extended,2025-12-01,2026-02-01
OLN,Mid Cap Extended,2018-09-01,2026-02-01
OLO,Small Cap Extended,2021-10-01,2022-04-01
OLO,Small Cap Extended,2022-09-01,2022-10-01
OLO,Small Cap Extended,2025-08-01,2025-10-01
OLPX,Small Cap Extended,2021-12-01,2022-11-01
OLPX,Small Cap Extended,2022-12-01,2023-02-01
OM,Small Cap Extended,2020-12-01,2021-01-01
OM,Small Cap Extended,2021-06-01,2021-12-01
OMCL,Small Cap Extended,2018-09-01,2024-04-01
OMCL,Small Cap Extended,2024-10-01,2025-03-01
OMER,Small Cap Extended,2018-10-01,2019-02-01
OMER,Small Cap Extended,2020-09-01,2020-12-01
OMER,Small Cap Extended,2025-12-01,2026-02-01
OMF,Small Cap Extended,2019-11-01,2019-12-01
OMF,Small Cap Extended,2020-03-01,2020-08-01
OMF,Small Cap Extended,2020-11-01,2020-12-01
OMF,Small Cap Extended,2021-03-01,2026-02-01
OMI,Small Cap Extended,2018-09-01,2019-04-01
OMI,Small Cap Extended,2019-11-01,2020-01-01
OMI,Small Cap Extended,2020-04-01,2023-02-01
ONB,Small Cap Extended,2018-09-01,2019-07-01
ONB,Small Cap Extended,2019-09-01,2020-07-01
ONB,Small Cap Extended,2022-02-01,2026-02-01
ONC,Mid Cap Extended,2025-02-01,2026-02-01
ONCT,Small Cap Extended,2021-01-01,2021-03-01
ONDS,Mid Cap Extended,2025-09-01,2026-02-01
ONEM,Small Cap Extended,2020-04-01,2022-06-01
ONEM,Small Cap Extended,2022-07-01,2023-04-01
ONON,Mid Cap Extended,2021-12-01,2026-02-01
ONTO,Mid Cap Extended,2020-04-01,2020-05-01
ONTO,Mid Cap Extended,2021-06-01,2021-09-01
ONTO,Mid Cap Extended,2022-01-01,2023-02-01
ONTO,Mid Cap Extended,2023-03-01,2026-02-01
OPAD,Small Cap Extended,2021-10-01,2022-01-01
OPAD,Small Cap Extended,2025-09-01,2025-12-01
OPCH,Small Cap Extended,2021-09-01,2022-02-01
OPCH,Small Cap Extended,2022-06-01,2026-02-01
OPEN,Mid Cap Extended,2021-02-01,2022-07-01
OPEN,Mid Cap Extended,2023-08-01,2023-09-01
OPEN,Mid Cap Extended,2025-10-01,2026-02-01
OPFI,Small Cap Extended,2025-04-01,2025-05-01
OPGN,Small Cap Extended,2020-09-01,2020-12-01
OPGN,Small Cap Extended,2021-04-01,2021-06-01
OPK,Small Cap Extended,2018-09-01,2018-10-01
OPK,Small Cap Extended,2020-08-01,2020-09-01
OPK,Small Cap Extended,2021-02-01,2021-03-01
OPRA,Small Cap Extended,2023-08-01,2023-11-01
OR,Small Cap Extended,2025-10-01,2026-02-01
ORBC,Small Cap Extended,2021-06-01,2021-08-01
ORBK,Small Cap Extended,2018-09-01,2019-04-01
ORBS,Mid Cap Extended,2025-10-01,2025-11-01
ORC,Small Cap Extended,2025-05-01,2025-06-01
ORC,Small Cap Extended,2025-11-01,2026-02-01
ORCC,Small Cap Extended,2022-04-01,2023-08-01
ORGO,Small Cap Extended,2021-07-01,2021-09-01
ORI,Small Cap Extended,2018-09-01,2021-03-01
ORI,Small Cap Extended,2021-04-01,2026-02-01
ORPH,Mid Cap Extended,2021-07-01,2021-08-01
ORPH,Mid Cap Extended,2021-09-01,2021-10-01
OS,Small Cap Extended,2024-10-01,2024-11-01
OS,Small Cap Extended,2024-12-01,2026-02-01
OSAT,Small Cap Extended,2021-08-01,2021-11-01
OSCR,Mid Cap Extended,2021-05-01,2021-07-01
OSCR,Mid Cap Extended,2021-11-01,2022-01-01
OSCR,Mid Cap Extended,2023-05-01,2023-07-01
OSCR,Mid Cap Extended,2024-02-01,2026-02-01
OSH,Mid Cap Extended,2020-11-01,2020-12-01
OSH,Mid Cap Extended,2021-03-01,2023-06-01
OSK,Mid Cap Extended,2018-09-01,2026-02-01
OSTK,Mid Cap Extended,2018-09-01,2020-04-01
OSTK,Mid Cap Extended,2020-05-01,2023-12-01
OSUR,Small Cap Extended,2020-06-01,2021-02-01
OTEX,Small Cap Extended,2018-09-01,2018-12-01
OTEX,Small Cap Extended,2019-01-01,2021-02-01
OTEX,Small Cap Extended,2022-03-01,2022-05-01
OTEX,Small Cap Extended,2022-08-01,2023-09-01
OTEX,Small Cap Extended,2023-10-01,2024-10-01
OTEX,Small Cap Extended,2025-04-01,2026-02-01
OTLK,Small Cap Extended,2019-08-01,2019-09-01
OTLY,Small Cap Extended,2021-08-01,2022-05-01
OTLY,Small Cap Extended,2022-06-01,2022-07-01
OTRK,Small Cap Extended,2020-09-01,2021-06-01
OUST,Mid Cap Extended,2025-07-01,2026-02-01
OUT,Small Cap Extended,2018-09-01,2018-11-01
OUT,Small Cap Extended,2018-12-01,2021-03-01
OUT,Small Cap Extended,2021-06-01,2021-10-01
OUT,Small Cap Extended,2022-04-01,2024-09-01
OUT,Small Cap Extended,2024-10-01,2025-07-01
OUT,Small Cap Extended,2025-12-01,2026-02-01
OVV,Mid Cap Extended,2020-03-01,2020-04-01
OVV,Mid Cap Extended,2020-05-01,2026-02-01
OWL,Mid Cap Extended,2021-10-01,2022-04-01
OWL,Mid Cap Extended,2022-05-01,2026-02-01
OXLC,Small Cap Extended,2025-05-01,2025-06-01
OZK,Small Cap Extended,2018-09-01,2021-03-01
OZK,Small Cap Extended,2021-04-01,2021-07-01
OZK,Small Cap Extended,2022-02-01,2026-02-01
OZON,Small Cap Extended,2021-02-01,2022-04-01
P,Mid Cap Extended,2018-09-01,2019-03-01
PAA,Small Cap Extended,2018-09-01,2020-04-01
PAA,Small Cap Extended,2020-05-01,2020-08-01
PAA,Small Cap Extended,2020-12-01,2026-02-01
PAAS,Mid Cap Extended,2018-09-01,2026-02-01
PACB,Mid Cap Extended,2018-12-01,2019-05-01
PACB,Mid Cap Extended,2019-06-01,2019-09-01
PACB,Mid Cap Extended,2020-10-01,2022-07-01
PACB,Mid Cap Extended,2022-09-01,2024-04-01
PACS,Small Cap Extended,2024-10-01,2025-03-01
PACW,Small Cap Extended,2018-09-01,2024-01-01
PAGP,Small Cap Extended,2018-09-01,2020-04-01
PAGP,Small Cap Extended,2020-05-01,2020-09-01
PAGP,Small Cap Extended,2022-04-01,2025-10-01
PAGS,Mid Cap Extended,2018-09-01,2026-02-01
PAH,Small Cap Extended,2018-09-01,2019-03-01
PARR,Small Cap Extended,2022-11-01,2024-12-01
PARR,Small Cap Extended,2025-06-01,2026-02-01
PATH,Mid Cap Extended,2021-07-01,2026-02-01
PAYA,Small Cap Extended,2023-02-01,2023-04-01
PAYO,Small Cap Extended,2021-10-01,2021-11-01
PAYO,Small Cap Extended,2022-09-01,2023-03-01
PAYO,Small Cap Extended,2023-04-01,2023-06-01
PAYO,Small Cap Extended,2023-08-01,2023-09-01
PAYO,Small Cap Extended,2023-10-01,2024-01-01
PAYO,Small Cap Extended,2024-11-01,2025-08-01
PAYS,Small Cap Extended,2019-08-01,2020-01-01
PB,Small Cap Extended,2018-09-01,2021-05-01
PB,Small Cap Extended,2021-06-01,2021-11-01
PB,Small Cap Extended,2022-02-01,2026-02-01
PBA,Small Cap Extended,2019-01-01,2021-02-01
PBA,Small Cap Extended,2021-04-01,2021-10-01
PBA,Small Cap Extended,2022-02-01,2026-02-01
PBF,Mid Cap Extended,2018-09-01,2020-11-01
PBF,Mid Cap Extended,2020-12-01,2026-02-01
PBR,Mid Cap Extended,2022-02-01,2026-02-01
PBYI,Small Cap Extended,2018-09-01,2020-06-01
PCH,Small Cap Extended,2018-09-01,2019-10-01
PCH,Small Cap Extended,2020-04-01,2020-05-01
PCH,Small Cap Extended,2020-10-01,2020-12-01
PCH,Small Cap Extended,2022-07-01,2022-09-01
PCH,Small Cap Extended,2022-10-01,2023-10-01
PCH,Small Cap Extended,2024-01-01,2024-04-01
PCOR,Mid Cap Extended,2021-08-01,2026-02-01
PCRX,Small Cap Extended,2018-09-01,2021-10-01
PCRX,Small Cap Extended,2021-11-01,2024-01-01
PCRX,Small Cap Extended,2024-06-01,2024-11-01
PCRX,Small Cap Extended,2025-06-01,2025-07-01
PCT,Small Cap Extended,2021-07-01,2021-10-01
PCT,Small Cap Extended,2023-09-01,2023-11-01
PCT,Small Cap Extended,2024-11-01,2025-04-01
PCT,Small Cap Extended,2025-07-01,2026-02-01
PCTY,Mid Cap Extended,2018-09-01,2026-02-01
PCVX,Small Cap Extended,2022-11-01,2026-02-01
PD,Small Cap Extended,2019-07-01,2024-11-01
PD,Small Cap Extended,2025-08-01,2026-02-01
PDCE,Mid Cap Extended,2018-09-01,2021-01-01
PDCE,Mid Cap Extended,2021-04-01,2023-09-01
PDD,Mid Cap Extended,2018-10-01,2026-02-01
PDI,Small Cap Extended,2023-11-01,2024-08-01
PDI,Small Cap Extended,2024-09-01,2026-02-01
PDM,Small Cap Extended,2018-09-01,2018-10-01
PDM,Small Cap Extended,2019-01-01,2019-08-01
PDM,Small Cap Extended,2020-01-01,2020-07-01
PDYN,Small Cap Extended,2025-01-01,2025-05-01
PDYN,Small Cap Extended,2025-08-01,2025-10-01
PE,Mid Cap Extended,2018-09-01,2021-02-01
PEB,Small Cap Extended,2018-09-01,2025-02-01
PEB,Small Cap Extended,2025-03-01,2025-07-01
PECO,Small Cap Extended,2022-03-01,2023-02-01
PECO,Small Cap Extended,2023-03-01,2025-04-01
PECO,Small Cap Extended,2025-05-01,2025-12-01
PEGA,Small Cap Extended,2018-09-01,2022-12-01
PEGA,Small Cap Extended,2023-05-01,2023-06-01
PEGA,Small Cap Extended,2024-03-01,2026-02-01
PEGI,Small Cap Extended,2018-09-01,2020-05-01
PEIX,Small Cap Extended,2020-10-01,2021-03-01
PEN,Mid Cap Extended,2018-09-01,2026-02-01
PERI,Small Cap Extended,2021-04-01,2021-05-01
PERI,Small Cap Extended,2023-03-01,2023-12-01
PETQ,Small Cap Extended,2018-09-01,2019-03-01
PETQ,Small Cap Extended,2019-05-01,2020-01-01
PETQ,Small Cap Extended,2024-09-01,2024-12-01
PETS,Small Cap Extended,2018-09-01,2019-05-01
PETS,Small Cap Extended,2019-08-01,2020-02-01
PETS,Small Cap Extended,2020-04-01,2020-12-01
PETS,Small Cap Extended,2021-02-01,2021-03-01
PEW,Small Cap Extended,2025-08-01,2025-09-01
PF,Mid Cap Extended,2018-09-01,2018-12-01
PFGC,Mid Cap Extended,2018-09-01,2026-02-01
PFPT,Mid Cap Extended,2018-09-01,2021-10-01
PFSI,Small Cap Extended,2019-11-01,2020-01-01
PFSI,Small Cap Extended,2020-03-01,2026-02-01
PGNX,Small Cap Extended,2018-10-01,2018-11-01
PGNY,Small Cap Extended,2020-01-01,2025-08-01
PGNY,Small Cap Extended,2025-12-01,2026-02-01
PGRE,Small Cap Extended,2018-09-01,2020-08-01
PGRE,Small Cap Extended,2020-10-01,2021-02-01
PGRE,Small Cap Extended,2022-05-01,2022-06-01
PGRE,Small Cap Extended,2025-10-01,2025-11-01
PGY,Small Cap Extended,2022-08-01,2022-11-01
PGY,Small Cap Extended,2023-10-01,2023-11-01
PGY,Small Cap Extended,2024-12-01,2025-01-01
PGY,Small Cap Extended,2025-03-01,2026-02-01
PHG,Small Cap Extended,2018-09-01,2021-01-01
PHG,Small Cap Extended,2021-06-01,2025-01-01
PHG,Small Cap Extended,2025-06-01,2025-10-01
PHIN,Small Cap Extended,2023-09-01,2023-11-01
PHIN,Small Cap Extended,2024-04-01,2025-07-01
PHR,Small Cap Extended,2019-10-01,2019-11-01
PHR,Small Cap Extended,2020-04-01,2020-05-01
PHR,Small Cap Extended,2020-11-01,2021-04-01
PHR,Small Cap Extended,2021-05-01,2022-01-01
PHR,Small Cap Extended,2022-02-01,2022-03-01
PHUN,Mid Cap Extended,2021-11-01,2022-06-01
PHUN,Mid Cap Extended,2024-02-01,2024-07-01
PHUN,Mid Cap Extended,2024-11-01,2024-12-01
PHUN,Mid Cap Extended,2025-01-01,2025-02-01
PHYS,Small Cap Extended,2020-03-01,2021-05-01
PHYS,Small Cap Extended,2022-03-01,2026-02-01
PI,Mid Cap Extended,2019-08-01,2019-11-01
PI,Mid Cap Extended,2020-02-01,2020-05-01
PI,Mid Cap Extended,2022-01-01,2022-05-01
PI,Mid Cap Extended,2022-09-01,2026-02-01
PIC,Small Cap Extended,2020-11-01,2021-02-01
PII,Mid Cap Extended,2018-09-01,2026-02-01
PING,Small Cap Extended,2019-12-01,2021-07-01
PING,Small Cap Extended,2021-11-01,2022-03-01
PING,Small Cap Extended,2022-04-01,2022-12-01
PINS,Mid Cap Extended,2019-07-01,2026-02-01
PIRS,Small Cap Extended,2021-06-01,2021-09-01
PIXY,Small Cap Extended,2022-10-01,2023-01-01
PL,Small Cap Extended,2022-02-01,2022-04-01
PL,Small Cap Extended,2025-02-01,2025-03-01
PL,Small Cap Extended,2025-07-01,2026-02-01
PLAB,Small Cap Extended,2022-09-01,2022-12-01
PLAB,Small Cap Extended,2024-03-01,2024-05-01
PLAN,Mid Cap Extended,2019-01-01,2022-08-01
PLAY,Mid Cap Extended,2018-09-01,2025-11-01
PLBY,Small Cap Extended,2021-05-01,2022-04-01
PLCE,Small Cap Extended,2018-09-01,2022-09-01
PLCE,Small Cap Extended,2022-10-01,2023-10-01
PLCE,Small Cap Extended,2023-12-01,2024-01-01
PLCE,Small Cap Extended,2024-03-01,2024-06-01
PLCE,Small Cap Extended,2024-10-01,2025-01-01
PLNT,Mid Cap Extended,2018-09-01,2026-02-01
PLRX,Small Cap Extended,2022-08-01,2022-11-01
PLRX,Small Cap Extended,2023-02-01,2023-05-01
PLRX,Small Cap Extended,2023-06-01,2023-09-01
PLTK,Small Cap Extended,2021-04-01,2021-06-01
PLTK,Small Cap Extended,2021-09-01,2022-01-01
PLTK,Small Cap Extended,2022-03-01,2023-01-01
PLUG,Mid Cap Extended,2020-07-01,2023-12-01
PLYA,Small Cap Extended,2025-03-01,2025-08-01
PMT,Small Cap Extended,2020-03-01,2020-04-01
PMVP,Small Cap Extended,2022-07-01,2022-09-01
PNFP,Small Cap Extended,2018-09-01,2020-09-01
PNFP,Small Cap Extended,2020-10-01,2026-02-01
PNM,Small Cap Extended,2018-09-01,2024-09-01
PNT,Small Cap Extended,2023-11-01,2024-02-01
POL,Small Cap Extended,2024-01-01,2024-03-01
POLY,Small Cap Extended,2022-04-01,2022-10-01
PONY,Mid Cap Extended,2025-04-01,2026-02-01
POR,Small Cap Extended,2018-09-01,2021-03-01
POR,Small Cap Extended,2022-04-01,2026-02-01
POSH,Small Cap Extended,2021-04-01,2022-03-01
POSH,Small Cap Extended,2022-11-01,2023-02-01
POST,Small Cap Extended,2018-09-01,2021-04-01
POST,Small Cap Extended,2021-05-01,2026-02-01
PPC,Small Cap Extended,2018-09-01,2020-10-01
PPC,Small Cap Extended,2022-04-01,2023-01-01
PPC,Small Cap Extended,2023-02-01,2023-06-01
PPC,Small Cap Extended,2023-08-01,2024-02-01
PPC,Small Cap Extended,2024-05-01,2026-02-01
PPD,Mid Cap Extended,2020-05-01,2022-01-01
PR,Mid Cap Extended,2022-10-01,2026-02-01
PRAH,Mid Cap Extended,2018-09-01,2021-08-01
PRAX,Small Cap Extended,2024-12-01,2025-06-01
PRAX,Small Cap Extended,2025-11-01,2026-02-01
PRCH,Small Cap Extended,2021-03-01,2021-08-01
PRCH,Small Cap Extended,2021-10-01,2022-03-01
PRCH,Small Cap Extended,2025-06-01,2026-01-01
PRCT,Small Cap Extended,2022-08-01,2022-10-01
PRCT,Small Cap Extended,2023-10-01,2023-11-01
PRCT,Small Cap Extended,2024-01-01,2026-02-01
PRG,Small Cap Extended,2021-02-01,2021-08-01
PRG,Small Cap Extended,2022-01-01,2022-08-01
PRG,Small Cap Extended,2024-09-01,2024-11-01
PRKS,Small Cap Extended,2024-03-01,2026-02-01
PRM,Small Cap Extended,2022-12-01,2023-01-01
PRMB,Mid Cap Extended,2024-12-01,2026-02-01
PRPL,Small Cap Extended,2020-08-01,2021-10-01
PRPL,Small Cap Extended,2021-11-01,2022-03-01
PRQR,Small Cap Extended,2021-06-01,2021-07-01
PRSP,Small Cap Extended,2018-09-01,2021-06-01
PRTA,Small Cap Extended,2021-09-01,2021-12-01
PRTA,Small Cap Extended,2022-10-01,2024-05-01
PRTS,Small Cap Extended,2020-10-01,2021-06-01
PRTY,Small Cap Extended,2018-09-01,2019-09-01
PRTY,Small Cap Extended,2019-10-01,2019-11-01
PRTY,Small Cap Extended,2021-01-01,2021-03-01
PRTY,Small Cap Extended,2021-07-01,2021-09-01
PRVA,Small Cap Extended,2021-07-01,2021-10-01
PRVA,Small Cap Extended,2022-08-01,2024-01-01
PRVA,Small Cap Extended,2024-02-01,2024-05-01
PRVB,Small Cap Extended,2019-09-01,2019-10-01
PRVB,Small Cap Extended,2020-08-01,2020-10-01
PRVB,Small Cap Extended,2023-04-01,2023-06-01
PS,Small Cap Extended,2018-09-01,2021-05-01
PSAC,Small Cap Extended,2021-03-01,2021-05-01
PSFE,Mid Cap Extended,2021-05-01,2022-07-01
PSIX,Small Cap Extended,2025-08-01,2026-02-01
PSLV,Small Cap Extended,2020-06-01,2020-07-01
PSLV,Small Cap Extended,2020-08-01,2021-01-01
PSLV,Small Cap Extended,2021-03-01,2021-10-01
PSLV,Small Cap Extended,2022-01-01,2026-02-01
PSN,Mid Cap Extended,2019-08-01,2020-01-01
PSN,Mid Cap Extended,2020-10-01,2021-01-01
PSN,Mid Cap Extended,2022-12-01,2026-02-01
PSNL,Small Cap Extended,2019-09-01,2019-10-01
PSNL,Small Cap Extended,2020-11-01,2021-05-01
PSNY,Small Cap Extended,2022-09-01,2022-10-01
PSNY,Small Cap Extended,2022-12-01,2023-01-01
PSNY,Small Cap Extended,2023-02-01,2023-03-01
PSQH,Small Cap Extended,2023-09-01,2023-11-01
PSQH,Small Cap Extended,2025-01-01,2025-04-01
PSTG,Mid Cap Extended,2018-09-01,2026-02-01
PSTH,Mid Cap Extended,2020-12-01,2022-03-01
PSTI,Small Cap Extended,2020-05-01,2020-08-01
PSXP,Small Cap Extended,2018-10-01,2018-12-01
PSXP,Small Cap Extended,2019-01-01,2020-12-01
PSXP,Small Cap Extended,2021-05-01,2021-09-01
PSXP,Small Cap Extended,2022-01-01,2022-04-01
PTCT,Small Cap Extended,2018-09-01,2021-07-01
PTCT,Small Cap Extended,2022-02-01,2026-02-01
PTEN,Mid Cap Extended,2018-09-01,2020-03-01
PTEN,Mid Cap Extended,2022-01-01,2022-02-01
PTEN,Mid Cap Extended,2022-03-01,2026-02-01
PTGX,Small Cap Extended,2020-07-01,2020-09-01
PTGX,Small Cap Extended,2021-10-01,2022-02-01
PTGX,Small Cap Extended,2023-04-01,2023-11-01
PTGX,Small Cap Extended,2024-03-01,2024-06-01
PTGX,Small Cap Extended,2024-07-01,2026-02-01
PTI,Small Cap Extended,2018-11-01,2019-02-01
PTI,Small Cap Extended,2020-01-01,2020-03-01
PTLA,Mid Cap Extended,2018-09-01,2020-08-01
PTLO,Small Cap Extended,2022-01-01,2022-05-01
PTLO,Small Cap Extended,2023-06-01,2023-07-01
PTLO,Small Cap Extended,2025-04-01,2025-05-01
PTON,Mid Cap Extended,2019-12-01,2023-11-01
PTON,Mid Cap Extended,2023-12-01,2024-03-01
PTON,Mid Cap Extended,2024-11-01,2026-02-01
PTRA,Small Cap Extended,2021-10-01,2021-11-01
PTRA,Small Cap Extended,2021-12-01,2022-05-01
PUBM,Small Cap Extended,2021-03-01,2022-06-01
PUBM,Small Cap Extended,2022-07-01,2022-08-01
PUK,Small Cap Extended,2019-11-01,2020-08-01
PUK,Small Cap Extended,2022-10-01,2023-05-01
PUK,Small Cap Extended,2024-11-01,2025-01-01
PUMP,Small Cap Extended,2018-09-01,2020-04-01
PUMP,Small Cap Extended,2023-11-01,2024-01-01
PVAC,Small Cap Extended,2018-09-01,2019-03-01
PVAC,Small Cap Extended,2019-06-01,2019-07-01
PVG,Small Cap Extended,2018-09-01,2021-01-01
PVG,Small Cap Extended,2022-02-01,2022-03-01
PVTL,Mid Cap Extended,2018-09-01,2020-02-01
PWSC,Small Cap Extended,2021-10-01,2021-12-01
PWSC,Small Cap Extended,2023-09-01,2023-12-01
PWSC,Small Cap Extended,2024-06-01,2024-11-01
PYCR,Small Cap Extended,2022-11-01,2022-12-01
PYCR,Small Cap Extended,2025-02-01,2025-05-01
PYX,Small Cap Extended,2018-11-01,2019-08-01
PZZA,Small Cap Extended,2018-09-01,2026-02-01
QBTS,Mid Cap Extended,2025-01-01,2026-02-01
QD,Mid Cap Extended,2018-09-01,2018-11-01
QD,Mid Cap Extended,2019-02-01,2019-12-01
QDEL,Small Cap Extended,2018-09-01,2019-08-01
QDEL,Small Cap Extended,2019-09-01,2026-02-01
QFIN,Small Cap Extended,2020-09-01,2020-11-01
QFIN,Small Cap Extended,2021-03-01,2022-03-01
QFIN,Small Cap Extended,2022-04-01,2022-05-01
QFIN,Small Cap Extended,2023-01-01,2023-05-01
QFIN,Small Cap Extended,2024-06-01,2026-02-01
QGEN,Small Cap Extended,2018-09-01,2026-02-01
QMCO,Mid Cap Extended,2024-12-01,2025-05-01
QMCO,Mid Cap Extended,2025-06-01,2025-07-01
QMMM,Small Cap Extended,2025-10-01,2025-11-01
QNST,Small Cap Extended,2019-01-01,2019-06-01
QRTEA,Small Cap Extended,2018-09-01,2019-11-01
QRTEA,Small Cap Extended,2020-09-01,2020-10-01
QRTEA,Small Cap Extended,2020-12-01,2022-04-01
QS,Mid Cap Extended,2021-01-01,2024-07-01
QS,Mid Cap Extended,2024-08-01,2025-03-01
QS,Mid Cap Extended,2025-07-01,2026-02-01
QSR,Mid Cap Extended,2018-09-01,2026-02-01
QTNA,Small Cap Extended,2019-04-01,2019-08-01
QTS,Small Cap Extended,2018-09-01,2021-10-01
QTT,Small Cap Extended,2018-12-01,2019-01-01
QTT,Small Cap Extended,2019-03-01,2019-08-01
QTT,Small Cap Extended,2021-03-01,2021-05-01
QTWO,Small Cap Extended,2018-09-01,2022-09-01
QTWO,Small Cap Extended,2023-05-01,2026-02-01
QUBT,Mid Cap Extended,2024-12-01,2026-02-01
QURE,Small Cap Extended,2019-02-01,2021-02-01
